"","type","variable","obs","pred"
"1606...23099","calibration","pH",6.55,6.07591358646552
"6837...23100","calibration","pH",5.5,5.39130616219948
"6685...23101","calibration","pH",8.10000038,7.78753020839959
"291...23102","calibration","pH",5.79,6.03856746372527
"5835...23103","calibration","pH",5.19999981,5.11714994969623
"6011...23104","calibration","pH",5.80000019,5.85283740580466
"4620...23105","calibration","pH",5.19999981,4.9483053157099
"7175...23106","calibration","pH",6.0999999,6.42235425662855
"5422...23107","calibration","pH",5.69999981,5.96665554801031
"1458...23108","calibration","pH",6.14,6.09098161252539
"4595...23109","calibration","pH",4.80000019,4.99964382186402
"4950...23110","calibration","pH",5.80000019,5.76881745217577
"4645...23111","calibration","pH",6.4000001,6.05993688854781
"6434...23112","calibration","pH",5,5.5719427842242
"5551...23113","calibration","pH",5.19999981,5.38921538305389
"7544...23114","calibration","pH",5.4000001,5.1427864929624
"7395...23115","calibration","pH",6.3,5.89516256151388
"4218...23116","calibration","pH",4.9000001,5.1648815978528
"6447...23117","calibration","pH",5.4000001,5.50597021106821
"7800...23118","calibration","pH",5,5.86776374375094
"6474...23119","calibration","pH",4.9000001,5.48338572959928
"8564...23120","calibration","pH",6.4,6.03459119064805
"6259...23121","calibration","pH",8.80000019,8.95613097839547
"6852...23122","calibration","pH",5.4000001,4.6520533418602
"6490...23123","calibration","pH",5.69999981,5.23133082025776
"283...23124","calibration","pH",5.8,6.1918699039023
"5465...23125","calibration","pH",7.19999981,7.02854987453161
"6925...23126","calibration","pH",6.0999999,5.94092848362769
"1284...23127","calibration","pH",5.93,5.79873443323265
"4982...23128","calibration","pH",5.19999981,5.02678423280156
"7236...23129","calibration","pH",5.7,5.87695944672327
"6420...23130","calibration","pH",6.0999999,6.2397147641226
"265...23131","calibration","pH",6.36,6.3175008313437
"4164...23132","calibration","pH",5,5.21241917306786
"4596...23133","calibration","pH",5,4.99596045685485
"5419...23134","calibration","pH",6.9000001,6.67321284438515
"5573...23135","calibration","pH",6.5,6.21382340673474
"4514...23136","calibration","pH",5.30000019,4.8645588366776
"7880...23137","calibration","pH",6.4,6.11118266066634
"6426...23138","calibration","pH",6,6.19977873900987
"7340...23139","calibration","pH",5.8,5.88373704370615
"4644...23140","calibration","pH",5.4000001,5.21741941138383
"6381...23141","calibration","pH",6.19999981,6.3951052885588
"6669...23142","calibration","pH",5,5.12179176374467
"6924...23143","calibration","pH",6,5.83126453571778
"8222...23144","calibration","pH",5.5999999,6.05602237882337
"4194...23145","calibration","pH",6.5999999,6.82531652202195
"6015...23146","calibration","pH",6.0999999,6.28183114233233
"6545...23147","calibration","pH",5.9000001,5.76180330652886
"6278...23148","calibration","pH",5.0999999,5.66630423926782
"8534...23149","calibration","pH",5.30000019,5.56947783044746
"279...23150","calibration","pH",5.37,5.71084586865398
"6106...23151","calibration","pH",4.69999981,4.49526205390164
"7288...23152","calibration","pH",5.4,5.67714934671363
"4637...23153","calibration","pH",5.5,5.45350871478652
"7238...23154","calibration","pH",5.80000019,5.86402089996874
"5827...23155","calibration","pH",8,7.54112903069394
"8196...23156","calibration","pH",6.6,6.65277109034177
"5570...23157","calibration","pH",5.5999999,5.65788879109258
"5511...23158","calibration","pH",6.19999981,6.53783639891997
"1572...23159","calibration","pH",5.75,5.74958377279302
"5534...23160","calibration","pH",6.69999981,6.56777855302068
"5943...23161","calibration","pH",5.19999981,4.85088092606764
"7787...23162","calibration","pH",5.5,5.35155791689416
"7284...23163","calibration","pH",5.4000001,5.59334940798711
"7963...23164","calibration","pH",5.7,5.89416690209398
"7314...23165","calibration","pH",5.80000019,6.26427772378147
"5423...23166","calibration","pH",6,6.17658992526349
"4972...23167","calibration","pH",5.0999999,5.1283430609067
"5611...23168","calibration","pH",5.5,5.26175981498981
"5974...23169","calibration","pH",5.9000001,6.54057545186691
"7840...23170","calibration","pH",5.30000019,5.2524417727893
"7041","calibration","pH",5.3,5.37097678994615
"7992...23172","calibration","pH",7.19999981,7.14962809564494
"7257...23173","calibration","pH",4.4000001,4.82896306784206
"5954...23174","calibration","pH",5.5999999,5.31360978534666
"7221...23175","calibration","pH",6.3,6.16111808115576
"5007...23176","calibration","pH",6.80000019,6.69358279533934
"7246...23177","calibration","pH",5.4000001,5.59526503751774
"1494...23178","calibration","pH",5.57,5.58931559525302
"6860...23179","calibration","pH",5.5,5.17754299664016
"6379...23180","calibration","pH",5.9000001,6.24684491161149
"5706...23181","calibration","pH",5.5,5.57193378755494
"8234...23182","calibration","pH",5.8,5.43268969890344
"5972...23183","calibration","pH",5.69999981,5.62812415923037
"6700...23184","calibration","pH",5.80000019,5.6495973489007
"5060...23185","calibration","pH",6.5999999,6.79786236660628
"5518...23186","calibration","pH",6.5999999,6.76313486166645
"245...23187","calibration","pH",6.63,6.74949970066037
"8513...23188","calibration","pH",6,5.61954744375354
"6145...23189","calibration","pH",5.5,5.80716854475214
"1830...23190","calibration","pH",5.58,5.72670644129751
"5470...23191","calibration","pH",7.80000019,7.49598098135074
"8375...23192","calibration","pH",6.1,6.49022668162929
"8568...23193","calibration","pH",5.69999981,5.520033825582
"6681...23194","calibration","pH",6.0999999,6.5192778189624
"7399...23195","calibration","pH",6.0999999,5.99518736243178
"7834...23196","calibration","pH",5.5,5.06361550289768
"5737...23197","calibration","pH",5.5999999,5.49014473349867
"8192...23198","calibration","pH",6.1,6.49205394292171
"6892...23199","calibration","pH",5.7,6.07383686692291
"8207...23200","calibration","pH",6.2,6.55423642388847
"1498...23201","calibration","pH",5.69,5.84646608441896
"5576...23202","calibration","pH",6.80000019,6.69243995166033
"7092...23203","calibration","pH",4.9,4.80777848834529
"4834...23204","calibration","pH",5.4000001,5.3877490674133
"4131...23205","calibration","pH",5.30000019,4.55439106623914
"7282...23206","calibration","pH",5.3,5.39448452381016
"4952...23207","calibration","pH",6.19999981,5.89442215747736
"8432...23208","calibration","pH",5,4.85198874675453
"8252...23209","calibration","pH",5.8,5.59391358283771
"1514...23210","calibration","pH",6.26,6.15529786524173
"5945...23211","calibration","pH",5.30000019,5.11997441997867
"5623...23212","calibration","pH",4.30000019,4.27321248369034
"7944...23213","calibration","pH",6,5.81524490196914
"6081...23214","calibration","pH",6.4000001,6.41967894054362
"5418...23215","calibration","pH",6.30000019,6.5039104304036
"1580...23216","calibration","pH",6.17,5.9493151503922
"4213...23217","calibration","pH",6,6.41962387715191
"4195...23218","calibration","pH",7.5,6.89684538679451
"8209...23219","calibration","pH",6.4,6.61764972901221
"5569...23220","calibration","pH",5.5999999,5.58469019804114
"6382...23221","calibration","pH",6.30000019,6.66822560041592
"6859...23222","calibration","pH",5.8,5.74632377693232
"6992...23223","calibration","pH",5.5,5.8973424883383
"4590...23224","calibration","pH",5,5.02293110251844
"1604...23225","calibration","pH",6.47,6.10776467244825
"6697...23226","calibration","pH",5.80000019,6.08559910665209
"7919...23227","calibration","pH",5.5,5.5398002945021
"8489...23228","calibration","pH",6.69999981,6.93253177384752
"7665...23229","calibration","pH",7.69999981,6.73651489622692
"6684...23230","calibration","pH",6.4000001,7.15028487867909
"6270...23231","calibration","pH",6.19999981,5.88503549126512
"5924...23232","calibration","pH",6.4000001,6.29756426808747
"6682...23233","calibration","pH",6.30000019,6.94301482694165
"6401...23234","calibration","pH",5.69999981,5.70194313175937
"7815...23235","calibration","pH",5.4000001,5.13845008298711
"5843...23236","calibration","pH",8.10000038,7.50695846878119
"7984...23237","calibration","pH",6.0999999,6.25714649193631
"7802...23238","calibration","pH",5.3,6.21316959867504
"8228...23239","calibration","pH",4.80000019,5.09609934063758
"6810...23240","calibration","pH",4.9000001,5.06240233438534
"6932...23241","calibration","pH",5.80000019,6.4205717013896
"6491...23242","calibration","pH",5.30000019,4.97810352298069
"6708...23243","calibration","pH",6.19999981,6.88965103772189
"6900...23244","calibration","pH",6.0999999,6.72678227038006
"4833...23245","calibration","pH",5.4000001,5.26096992916659
"5973...23246","calibration","pH",5.80000019,6.02710484003244
"4558...23247","calibration","pH",5.5999999,5.87082322504994
"5628...23248","calibration","pH",4.5,4.17672302059728
"255...23249","calibration","pH",6.65,6.87064361125507
"7888...23250","calibration","pH",6.5,6.27220220088169
"4784...23251","calibration","pH",4.69999981,5.01753481612933
"5008...23252","calibration","pH",6.9000001,6.74321446702168
"5387...23253","calibration","pH",6,5.93132400905942
"1496...23254","calibration","pH",5.83,5.82206407810329
"249...23255","calibration","pH",6.75,6.84983920684043
"5831...23256","calibration","pH",8.69999981,7.96974587568121
"7271...23257","calibration","pH",4.9,4.85963176257029
"4123...23258","calibration","pH",6.19999981,6.83692787035271
"7594...23259","calibration","pH",5,5.57931331302641
"4638...23260","calibration","pH",5.5999999,5.52760003859711
"5731...23261","calibration","pH",5.5,5.45695888059573
"8566...23262","calibration","pH",5.8,6.10805416970454
"5129...23263","calibration","pH",5.0999999,5.63924636390963
"8260...23264","calibration","pH",5.19999981,5.46550966815743
"4360...23265","calibration","pH",5.0999999,5.61750744818478
"6277...23266","calibration","pH",5,5.51031934922528
"6458...23267","calibration","pH",5,5.22165815764483
"8164...23268","calibration","pH",5.2,5.50545131087182
"7615...23269","calibration","pH",5.80000019,5.6075673182049
"8211...23270","calibration","pH",6.6,6.61581842914106
"5896...23271","calibration","pH",7,6.50526432477875
"5552...23272","calibration","pH",5.0999999,5.32351784280252
"4226...23273","calibration","pH",5.5999999,6.00106777563151
"6704...23274","calibration","pH",6.5,6.46019701844676
"1610...23275","calibration","pH",5.48,5.54079676909612
"4493...23276","calibration","pH",6,6.15500942489326
"4610...23277","calibration","pH",5.0999999,5.04709748801041
"5386...23278","calibration","pH",5.9000001,5.78099470226723
"5517...23279","calibration","pH",6.5999999,6.70780079345611
"5411...23280","calibration","pH",5.80000019,5.85684353716087
"7217...23281","calibration","pH",5.5,5.7542042643351
"5713...23282","calibration","pH",6.19999981,5.83582226883371
"7242...23283","calibration","pH",5.69999981,5.81905772221896
"6189...23284","calibration","pH",6.30000019,6.39607541421402
"5471...23285","calibration","pH",8.10000038,7.69199655302241
"4704...23286","calibration","pH",5.5999999,6.00049589594016
"7177...23287","calibration","pH",6.2,6.40521047662166
"6843...23288","calibration","pH",5.4000001,6.173682432028
"5395...23289","calibration","pH",5.30000019,5.55170622480598
"7608...23290","calibration","pH",5.6,5.98497866469814
"5512...23291","calibration","pH",6.30000019,6.58412501399077
"8401...23292","calibration","pH",6,5.81465823554144
"5989...23293","calibration","pH",5.0999999,5.32880154536173
"6144...23294","calibration","pH",5.30000019,5.27940258331743
"5531...23295","calibration","pH",6.5999999,6.33264119678795
"8468...23296","calibration","pH",6,5.76390961170948
"6348...23297","calibration","pH",5.30000019,5.27680695461606
"8545...23298","calibration","pH",6.19999981,6.57982709585962
"7397...23299","calibration","pH",6.6,5.95958071811762
"4612...23300","calibration","pH",5.0999999,5.15770733271234
"6239...23301","calibration","pH",5.4000001,5.44475742034116
"6388...23302","calibration","pH",6.4000001,6.71354875537444
"8174...23303","calibration","pH",6.2,6.35388815996047
"7021","calibration","pH",5.4,5.42793888125773
"5403...23305","calibration","pH",5.5999999,5.67875861982896
"287...23306","calibration","pH",5.94,6.17948575025892
"8198...23307","calibration","pH",6.3,6.63581347073309
"5939...23308","calibration","pH",5.19999981,4.93354641176253
"6034...23309","calibration","pH",5.19999981,5.26179072914143
"1868...23310","calibration","pH",5.62,5.57343791813741
"6025...23311","calibration","pH",6.30000019,6.48237303453172
"5514...23312","calibration","pH",6.30000019,6.63315826995409
"7171...23313","calibration","pH",5.3,5.66612926808808
"7230...23314","calibration","pH",5.5,5.67636557203261
"7878...23315","calibration","pH",6,6.1300832119316
"6896...23316","calibration","pH",5.8,6.6523369634361
"6407...23317","calibration","pH",6.30000019,6.52268106943729
"6909...23318","calibration","pH",5.8,5.53426120024192
"8430...23319","calibration","pH",5.3,5.46595650206659
"8012...23320","calibration","pH",6.5,5.87228429547417
"6064...23321","calibration","pH",5.0999999,5.01010244739688
"7610...23322","calibration","pH",5.69999981,6.04705718856879
"6958...23323","calibration","pH",5.7,6.065102108966
"4785...23324","calibration","pH",4.9000001,5.0310825711511
"7946...23325","calibration","pH",5.5,5.69950947544474
"5421...23326","calibration","pH",5.69999981,5.89628118871187
"7280...23327","calibration","pH",5.5,5.39113458735645
"6101...23328","calibration","pH",4.19999981,3.83618881943536
"4148...23329","calibration","pH",5.30000019,5.49188514380866
"6696...23330","calibration","pH",8.19999981,7.31437320662624
"7561...23331","calibration","pH",6.0999999,6.01033257934277
"5571...23332","calibration","pH",6.0999999,5.96818644039631
"6393...23333","calibration","pH",5.80000019,5.43682663883054
"7267...23334","calibration","pH",5.5999999,5.76721615396353
"1382...23335","calibration","pH",6.34,6.0992742015863
"5616...23336","calibration","pH",4.5,4.59331555116326
"7940...23337","calibration","pH",5.19999981,5.31444141007277
"6071...23338","calibration","pH",5.4000001,5.42681852733732
"6456...23339","calibration","pH",5.9000001,5.98635898440901
"7202...23340","calibration","pH",5.5,5.87142467686396
"259...23341","calibration","pH",7.31,7.03377229568935
"6085...23342","calibration","pH",5.30000019,5.2669882603788
"4981...23343","calibration","pH",5,4.79618697724909
"4552...23344","calibration","pH",6.5,5.93833087149113
"4594...23345","calibration","pH",4.69999981,4.94490043109527
"7935...23346","calibration","pH",6.69999981,6.47731180812094
"5872...23347","calibration","pH",5.5,5.03676322217179
"4151...23348","calibration","pH",6.30000019,6.40468386005733
"7782...23349","calibration","pH",6.0999999,6.26878683938309
"8557...23350","calibration","pH",6.69999981,6.18037155429298
"4613...23351","calibration","pH",5,5.32245998145076
"7621...23352","calibration","pH",6.19999981,5.7163308540114
"4236...23353","calibration","pH",4.5999999,4.29959509849072
"8327...23354","calibration","pH",6.5,6.10878931518858
"6202...23355","calibration","pH",9.30000019,8.60114560007532
"5839...23356","calibration","pH",7.4000001,6.84338323987797
"4166...23357","calibration","pH",4.9000001,4.91096407994356
"6707...23358","calibration","pH",6,6.23642332599092
"6455...23359","calibration","pH",6,6.17032912604675
"7990...23360","calibration","pH",7.5,7.27927231792282
"4622...23361","calibration","pH",5.4000001,5.41529104110997
"5662...23362","calibration","pH",5.19999981,5.49483547958877
"3930...23363","calibration","pH",5.5999999,6.00197485056411
"5404...23364","calibration","pH",5.4000001,5.53831473665148
"4752...23365","calibration","pH",5.0999999,5.19972372832657
"6484...23366","calibration","pH",5.4000001,5.44134838217366
"8429...23367","calibration","pH",5.5999999,5.68516825766402
"6853...23368","calibration","pH",5,4.81869515128123
"5381...23369","calibration","pH",6,6.29881737208844
"5574...23370","calibration","pH",6.5999999,6.45059503974297
"6807...23371","calibration","pH",5.30000019,5.08138874283127
"1384...23372","calibration","pH",6,5.88079552692655
"4794...23373","calibration","pH",4.5,4.3594781746102
"6462...23374","calibration","pH",5.4000001,5.41502024604908
"3926...23375","calibration","pH",6.5999999,6.46582579471506
"4646...23376","calibration","pH",6.19999981,6.16677121628655
"4994...23377","calibration","pH",6.80000019,6.90948077840207
"8232...23378","calibration","pH",5.8,5.42997469533358
"7193...23379","calibration","pH",5,5.76875156399236
"6065...23380","calibration","pH",5.30000019,5.25126453635231
"8329...23381","calibration","pH",6.8,6.18244739777976
"4783...23382","calibration","pH",4.5999999,4.86692046711793
"6063...23383","calibration","pH",5.19999981,4.91118602930709
"6804...23384","calibration","pH",6.0999999,6.17310527630838
"5402...23385","calibration","pH",5.80000019,5.92964356092074
"4987...23386","calibration","pH",5,4.88993248278491
"6421...23387","calibration","pH",6.30000019,6.32275084008246
"5631...23388","calibration","pH",5.4000001,5.42132575153837
"4974...23389","calibration","pH",5.0999999,5.35788346720114
"5394...23390","calibration","pH",7,6.46425737528434
"7366...23391","calibration","pH",5.7,5.72903689687053
"6808...23392","calibration","pH",5,5.15836617267243
"6203...23393","calibration","pH",9.19999981,7.39686686641908
"5516...23394","calibration","pH",6.4000001,6.56303949957031
"8555...23395","calibration","pH",6.6,5.79720252150729
"6694...23396","calibration","pH",6,6.63930358207013
"4214...23397","calibration","pH",5.9000001,6.63623230586158
"6452...23398","calibration","pH",5.5999999,5.38354354746936
"4589...23399","calibration","pH",4.5999999,4.6139377450182
"5651...23400","calibration","pH",5.30000019,5.08360781308007
"7240...23401","calibration","pH",5.8,6.0467844035463
"8333...23402","calibration","pH",5.9,6.31796956432368
"5384...23403","calibration","pH",6.4000001,6.53170528432439
"5599...23404","calibration","pH",6.5999999,6.64052528887175
"6359...23405","calibration","pH",5,4.91301466707442
"6406...23406","calibration","pH",6,5.84045983218569
"6026...23407","calibration","pH",6.19999981,6.44835135946586
"5075...23408","calibration","pH",6.80000019,6.68699975309197
"6695...23409","calibration","pH",7.19999981,7.37551335289188
"4970...23410","calibration","pH",5.4000001,5.42010001205308
"4621...23411","calibration","pH",5,5.22057907605287
"7694...23412","calibration","pH",7.4000001,6.9880828990818
"4564...23413","calibration","pH",4.9000001,5.17994238305887
"4787...23414","calibration","pH",5.19999981,5.21902578530743
"6146...23415","calibration","pH",5.9000001,5.97163593326893
"6561...23416","calibration","pH",5.4,5.12880217359227
"4826...23417","calibration","pH",5.30000019,5.25532357977327
"4810...23418","calibration","pH",5.19999981,5.37564514738709
"7965...23419","calibration","pH",5.9,5.96451637131049
"5509...23420","calibration","pH",6.5999999,6.73961340265591
"6353...23421","calibration","pH",5.0999999,5.19902300835283
"7301...23422","calibration","pH",4.9000001,5.06499775240513
"5568...23423","calibration","pH",7.5999999,7.57698653004493
"4609...23424","calibration","pH",5,4.87158981195742
"6944...23425","calibration","pH",6.5,6.36967319365823
"7923...23426","calibration","pH",5.4,5.69973534111248
"4132...23427","calibration","pH",5.4000001,4.66785927494173
"5522...23428","calibration","pH",6.5999999,6.95700285355691
"7584...23429","calibration","pH",5.30000019,5.23278871435978
"5520...23430","calibration","pH",6,6.52480020457436
"5500...23431","calibration","pH",5.5999999,5.97142392609816
"8522...23432","calibration","pH",6.80000019,6.78482618373822
"6454...23433","calibration","pH",5.69999981,5.5816125602408
"4607...23434","calibration","pH",5,4.94800234809632
"7673...23435","calibration","pH",6.6,6.47538962379098
"4973...23436","calibration","pH",5,5.23913519897682
"7675...23437","calibration","pH",6.8,6.34833279705032
"4165...23438","calibration","pH",4.9000001,4.99549744524038
"7619...23439","calibration","pH",6.0999999,5.67279081065584
"7806...23440","calibration","pH",6.7,6.94447568613888
"6806...23441","calibration","pH",5.5,5.0429743955924
"7868...23442","calibration","pH",6.6,6.73201391227387
"7023","calibration","pH",5.3,5.26412616879359
"7043","calibration","pH",5.19999981,5.38131767135145
"6075...23445","calibration","pH",5.30000019,4.95965909563387
"6070...23446","calibration","pH",5.30000019,5.40607308018904
"8215...23447","calibration","pH",6.7,6.73399109275886
"7613...23448","calibration","pH",5.30000019,5.21825452849046
"7342...23449","calibration","pH",5.69999981,6.09484555831075
"5643...23450","calibration","pH",5.4000001,5.39004824127373
"263...23451","calibration","pH",6.08,6.48679420484401
"6838...23452","calibration","pH",5.0999999,4.97950390717899
"5932...23453","calibration","pH",4.5,4.22543456789775
"1412...23454","calibration","pH",6.22,5.99437262500522
"5946...23455","calibration","pH",5.4000001,5.21385482872369
"7902...23456","calibration","pH",5.9000001,6.6474929800535
"4574...23457","calibration","pH",4.80000019,5.19779364538328
"6254...23458","calibration","pH",8.60000038,8.44007586725621
"299...23459","calibration","pH",6.08,6.30894111473741
"6504...23460","calibration","pH",5.4000001,5.01929030837875
"4203...23461","calibration","pH",6.69999981,6.9763488352679
"6797...23462","calibration","pH",5.5,5.34488677924145
"6066...23463","calibration","pH",5.4000001,5.42011397903314
"4815...23464","calibration","pH",4.80000019,4.20137112303604
"7816...23465","calibration","pH",5.5,5.39449229689993
"5382...23466","calibration","pH",6.30000019,6.48496083028326
"6503...23467","calibration","pH",5.5,5.21644805640732
"8520...23468","calibration","pH",5.30000019,5.28035295660671
"6505...23469","calibration","pH",5.30000019,5.0818957200633
"5464...23470","calibration","pH",7.19999981,7.01987718964432
"8213...23471","calibration","pH",6.69999981,6.80739545461824
"4818...23472","calibration","pH",5,4.90605004181825
"7388...23473","calibration","pH",6.4000001,6.19695980680189
"7866...23474","calibration","pH",6.4000001,6.79278719342692
"4756...23475","calibration","pH",6,6.37171781670026
"7664...23476","calibration","pH",7.5,6.72076531754245
"7937...23477","calibration","pH",6.69999981,6.23397289305659
"4565...23478","calibration","pH",5,5.16442000091471
"6427...23479","calibration","pH",5.80000019,6.34933525410617
"4765...23480","calibration","pH",5.30000019,5.38005797121188
"6952...23481","calibration","pH",6.80000019,6.49415371359636
"5633...23482","calibration","pH",4.5,4.41598202620684
"7969...23483","calibration","pH",6.1,6.1535840281598
"4330...23484","calibration","pH",5,5.11741940345313
"8176...23485","calibration","pH",7,6.61532155772619
"8379...23486","calibration","pH",5.7,6.08219966113304
"4329...23487","calibration","pH",4.9000001,4.92171180000643
"4625...23488","calibration","pH",5.30000019,5.25891501038464
"6442...23489","calibration","pH",5.80000019,6.23774610464772
"8377...23490","calibration","pH",5.8,6.1155026780953
"7316...23491","calibration","pH",5.9000001,6.24863547142268
"6948...23492","calibration","pH",6.69999981,6.54062252266769
"6614...23493","calibration","pH",4.7,5.3001824133224
"7904...23494","calibration","pH",6.4,6.79878711596889
"8446...23495","calibration","pH",6.2,6.16020573554046
"5669...23496","calibration","pH",7.5999999,6.92971192834215
"7925...23497","calibration","pH",5.5,5.94041770545646
"6698...23498","calibration","pH",6.0999999,6.82016453610987
"6191...23499","calibration","pH",7.30000019,6.92931533537318
"6077...23500","calibration","pH",5.9000001,5.72995249586313
"4836...23501","calibration","pH",5.30000019,5.29264108697286
"6160...23502","calibration","pH",5.4000001,5.00620832758811
"5712...23503","calibration","pH",6,5.5918552507431
"4964...23504","calibration","pH",6.5,6.59149920167449
"8274...23505","calibration","pH",5.8,5.65259216068686
"8229...23506","calibration","pH",5.7,5.43853044053552
"7870...23507","calibration","pH",6.69999981,6.90395575732424
"4520...23508","calibration","pH",5.30000019,4.73072982721655
"5388...23509","calibration","pH",6.0999999,6.15757571873461
"7651...23510","calibration","pH",4.9000001,5.24673543788067
"6443...23511","calibration","pH",6,6.24726377891087
"5153...23512","calibration","pH",5.80000019,6.23256595556797
"7690...23513","calibration","pH",7.9000001,6.96902406593253
"7980...23514","calibration","pH",6.3,6.11220401054912
"6440...23515","calibration","pH",5.8,6.37908723140657
"5600...23516","calibration","pH",6.0999999,6.65710584962112
"5959...23517","calibration","pH",5.4000001,5.17469285730851
"4615...23518","calibration","pH",5.4000001,5.3073615398633
"8113...23519","calibration","pH",3.8,4.08763270611215
"6190...23520","calibration","pH",6.5,6.64818575206015
"7679...23521","calibration","pH",7,6.39141004268184
"7278...23522","calibration","pH",6,5.57088862925331
"7804...23523","calibration","pH",5.9000001,6.80650451127013
"8470...23524","calibration","pH",5.5,5.43765709075887
"6180...23525","calibration","pH",5.19999981,4.98631853707974
"7844...23526","calibration","pH",5.5,5.23974109670298
"8306...23527","calibration","pH",5.5999999,5.14390426565602
"6438...23528","calibration","pH",5.4,6.42747470664015
"6403...23529","calibration","pH",5.80000019,5.90626536785937
"4272...23530","calibration","pH",5.30000019,5.78499646720165
"7906...23531","calibration","pH",6.5999999,6.81641941402408
"6739...23532","calibration","pH",4.9000001,5.06101622767866
"5742...23533","calibration","pH",5.5999999,5.74125291739179
"5412...23534","calibration","pH",5.80000019,5.74023866392594
"6844...23535","calibration","pH",5.4000001,6.34171030049743
"4380...23536","calibration","pH",4.5,5.13069088169177
"5639...23537","calibration","pH",4.5999999,4.49501839303221
"5405...23538","calibration","pH",5.5,5.59337728005617
"7793...23539","calibration","pH",6,5.98213676260904
"267...23540","calibration","pH",6.46,6.36913903963829
"4627...23541","calibration","pH",5.30000019,5.35539596780868
"6019...23542","calibration","pH",5.4000001,5.44737427954539
"6946...23543","calibration","pH",6.5,6.33360876834268
"4959...23544","calibration","pH",7.19999981,7.19614228101117
"4143...23545","calibration","pH",5.5999999,5.51908846088999
"7027","calibration","pH",5.19999981,4.99045899119486
"5427...23547","calibration","pH",6.5,6.42775857170894
"5597...23548","calibration","pH",6.30000019,6.53519745287174
"6027...23549","calibration","pH",6.19999981,6.30104571245189
"4957...23550","calibration","pH",6.5,6.83048294116655
"6390...23551","calibration","pH",6.4000001,6.78770446803422
"6192...23552","calibration","pH",8.19999981,7.1088608483764
"4117...23553","calibration","pH",6.4000001,5.92995158614833
"8226...23554","calibration","pH",5.80000019,5.98513184366649
"4381...23555","calibration","pH",4.30000019,5.21834034360844
"7000...23556","calibration","pH",4.9,5.03650079572867
"6415...23557","calibration","pH",7.0999999,7.10016795963719
"5650...23558","calibration","pH",4.5,4.1839228553822
"6031...23559","calibration","pH",6.4000001,6.16451993687137
"7577...23560","calibration","pH",7.0999999,6.21194732404609
"5785...23561","calibration","pH",5.5999999,5.41201827227881
"7892...23562","calibration","pH",6.69999981,6.32296835600417
"4155...23563","calibration","pH",4.9000001,5.04024704984327
"7562...23564","calibration","pH",6.30000019,5.96244759620704
"6486...23565","calibration","pH",5.4,5.45225354287588
"4281...23566","calibration","pH",6.19999981,6.39479582989336
"8341...23567","calibration","pH",5.8,5.54292754253096
"4795...23568","calibration","pH",4.5,4.50700803883663
"7784...23569","calibration","pH",6.19999981,6.52662917370622
"6264...23570","calibration","pH",5.69999981,6.53644612226822
"8523...23571","calibration","pH",6.9000001,6.72531024791995
"4517...23572","calibration","pH",5.30000019,4.61633676735148
"8559...23573","calibration","pH",5.30000019,5.23176579953135
"7948...23574","calibration","pH",5.6,5.98107403626644
"6796...23575","calibration","pH",5.0999999,5.17051174084525
"4757...23576","calibration","pH",5.69999981,5.81548997716397
"5476...23577","calibration","pH",8,7.60875119716686
"4108...23578","calibration","pH",4.80000019,4.58012158499697
"6114...23579","calibration","pH",5,5.17759407155586
"7857...23580","calibration","pH",7.5,6.85150955587227
"6363...23581","calibration","pH",5.0999999,5.2931123000263
"4559...23582","calibration","pH",5.69999981,4.78462311468886
"7258...23583","calibration","pH",5.30000019,5.51160805318103
"5612...23584","calibration","pH",5.5,5.2517907438155
"4586...23585","calibration","pH",5.4000001,5.5888603667078
"5105...23586","calibration","pH",6.0999999,6.03237400375249
"4279...23587","calibration","pH",6.0999999,6.25870011410878
"8294...23588","calibration","pH",5.69999981,5.32133977408914
"4438...23589","calibration","pH",8.60000038,7.04340574657554
"4196...23590","calibration","pH",9,6.9292864845286
"5596...23591","calibration","pH",6,6.09987245146382
"6195...23592","calibration","pH",8.5,7.35027980407162
"5738...23593","calibration","pH",5.5999999,5.63237549344455
"8180...23594","calibration","pH",8.30000019,6.82414488431918
"8514...23595","calibration","pH",5.9000001,5.97709156262091
"4561...23596","calibration","pH",5.30000019,5.3476453716394
"6193...23597","calibration","pH",8.89999962,7.31752449351181
"4283...23598","calibration","pH",6.5999999,6.52840252214081
"7681...23599","calibration","pH",7,6.27212859764108
"4361...23600","calibration","pH",5.30000019,6.00588390274643
"6845...23601","calibration","pH",5.4000001,6.37847523026266
"7662...23602","calibration","pH",6.19999981,6.34846814066653
"4373...23603","calibration","pH",5.30000019,5.17356651705356
"5420...23604","calibration","pH",6.80000019,6.66315762064108
"6414...23605","calibration","pH",7.0999999,7.02664773024574
"5425...23606","calibration","pH",6.4000001,6.35257128170903
"7346...23607","calibration","pH",6.0999999,6.35056607844636
"8272...23608","calibration","pH",5.7,5.52178644655889
"8240...23609","calibration","pH",5.5,5.50311832027103
"4271...23610","calibration","pH",5.4000001,5.12758395933663
"8182...23611","calibration","pH",8.30000019,6.85070670782575
"6738...23612","calibration","pH",4.9000001,5.05923745785587
"5678...23613","calibration","pH",5.19999981,5.77335263367358
"4523...23614","calibration","pH",5.4000001,5.42811100471562
"6078...23615","calibration","pH",5.80000019,5.76255566595281
"6182...23616","calibration","pH",6.0999999,6.12231706033584
"5150...23617","calibration","pH",5.9000001,6.07026883993963
